Banco de México,
,
Securities prices and interest rates,
Tasas de Interés en el Mercado de Dinero,
,
Date: 03/02/2024 06:10:39,
,
,
,
Title,"28 day TIIE, Interest rate in annual percent"
Information type,Levels
Date,SF43783
04/28/2023,11.5445
05/02/2023,11.5499
05/03/2023,11.549
05/04/2023,11.554
05/05/2023,11.5669
05/08/2023,11.5625
05/09/2023,11.562
05/10/2023,11.5652
05/11/2023,11.5538
05/12/2023,11.5523
05/15/2023,11.5493
05/16/2023,11.5384
05/17/2023,11.5375
05/18/2023,11.525
05/19/2023,11.526
05/22/2023,11.5213
05/23/2023,11.515
05/24/2023,11.5135
05/25/2023,11.51
05/26/2023,11.5135
05/29/2023,11.5017
05/30/2023,11.509
05/31/2023,11.5057
06/01/2023,11.4966
06/02/2023,11.504
06/05/2023,11.5033
06/06/2023,11.5
06/07/2023,11.498
06/08/2023,11.5015
06/09/2023,11.509
06/12/2023,11.5125
06/13/2023,11.5075
06/14/2023,11.4975
06/15/2023,11.4995
06/16/2023,11.498
06/19/2023,11.5032
06/20/2023,11.4995
06/21/2023,11.5067
06/22/2023,11.5045
06/23/2023,11.5
06/26/2023,11.508
06/27/2023,11.5005
06/28/2023,11.4855
06/29/2023,11.4962
06/30/2023,11.4925
07/03/2023,11.498
07/04/2023,11.503
07/05/2023,11.503
07/06/2023,11.508
07/07/2023,11.5105
07/10/2023,11.5002
07/11/2023,11.4904
07/12/2023,11.495
07/13/2023,11.4925
07/14/2023,11.49
07/17/2023,11.4865
07/18/2023,11.49
07/19/2023,11.4915
07/20/2023,11.5
07/21/2023,11.505
07/24/2023,11.5037
07/25/2023,11.5084
07/26/2023,11.5054
07/27/2023,11.5095
07/28/2023,11.514
07/31/2023,11.5135
08/01/2023,11.508
08/02/2023,11.5105
08/03/2023,11.5053
08/04/2023,11.505
08/07/2023,11.5025
08/08/2023,11.5
08/09/2023,11.494
08/10/2023,11.5005
08/11/2023,11.494
08/14/2023,11.4975
08/15/2023,11.485
08/16/2023,11.485
08/17/2023,11.5
08/18/2023,11.4925
08/21/2023,11.4925
08/22/2023,11.4975
08/23/2023,11.505
08/24/2023,11.4975
08/25/2023,11.494
08/28/2023,11.5062
08/29/2023,11.5055
08/30/2023,11.5079
08/31/2023,11.509
09/01/2023,11.507
09/04/2023,11.506
09/05/2023,11.5019
09/06/2023,11.4972
09/07/2023,11.501
09/08/2023,11.5
09/11/2023,11.5012
09/12/2023,11.5055
09/13/2023,11.5004
09/14/2023,11.505
09/15/2023,11.5075
09/18/2023,11.506
09/19/2023,11.5055
09/20/2023,11.5075
09/21/2023,11.5037
09/22/2023,11.5065
09/25/2023,11.5055
09/26/2023,11.499
09/27/2023,11.4995
09/28/2023,11.5041
09/29/2023,11.4983
10/02/2023,11.5028
10/03/2023,11.5
10/04/2023,11.4985
10/05/2023,11.4983
10/06/2023,11.4979
10/09/2023,11.4977
10/10/2023,11.5
10/11/2023,11.501
10/12/2023,11.502
10/13/2023,11.5022
10/16/2023,11.5045
10/17/2023,11.506
10/18/2023,11.5065
10/19/2023,11.507
10/20/2023,11.507
10/23/2023,11.507
10/24/2023,11.507
10/25/2023,11.507
10/26/2023,11.5047
10/27/2023,11.506
10/30/2023,11.5065
10/31/2023,11.5045
11/01/2023,11.5035
11/03/2023,11.5055
11/06/2023,11.5065
11/07/2023,11.507
11/08/2023,11.507
11/09/2023,11.507
11/10/2023,11.507
11/13/2023,11.507
11/14/2023,11.5064
11/15/2023,11.5055
11/16/2023,11.5051
11/17/2023,11.505
11/21/2023,11.5037
11/22/2023,11.504
11/23/2023,11.504
11/24/2023,11.504
11/27/2023,11.504
11/28/2023,11.5032
11/29/2023,11.504
11/30/2023,11.5041
12/01/2023,11.5033
12/04/2023,11.504
12/05/2023,11.5051
12/06/2023,11.5038
12/07/2023,11.504
12/08/2023,11.504
12/11/2023,11.506
12/13/2023,11.5075
12/14/2023,11.506
12/15/2023,11.5043
12/18/2023,11.504
12/19/2023,11.504
12/20/2023,11.5025
12/21/2023,11.5025
12/22/2023,11.5025
12/26/2023,11.5037
12/27/2023,11.505
12/28/2023,11.504
12/29/2023,11.5035
01/02/2024,11.5025
01/03/2024,11.5022
01/04/2024,11.5025
01/05/2024,11.5025
01/08/2024,11.5025
01/09/2024,11.5025
01/10/2024,11.5025
01/11/2024,11.5025
01/12/2024,11.5025
01/15/2024,11.4975
01/16/2024,11.5002
01/17/2024,11.4988
01/18/2024,11.5006
01/19/2024,11.501
01/22/2024,11.5017
01/23/2024,11.4985
01/24/2024,11.5002
01/25/2024,11.5015
01/26/2024,11.4995
01/29/2024,11.4985
01/30/2024,11.499
01/31/2024,11.5
02/01/2024,11.5012
02/02/2024,11.4993
02/06/2024,11.4984
02/07/2024,11.498
02/08/2024,11.499
02/09/2024,11.4982
02/12/2024,11.4995
02/13/2024,11.5007
02/14/2024,11.4966
02/15/2024,11.4983
02/16/2024,11.4954
02/19/2024,11.495
02/20/2024,11.495
02/21/2024,11.4925
02/22/2024,11.4962
02/23/2024,11.4925
02/26/2024,11.4925
02/27/2024,11.4891
02/28/2024,11.49
02/29/2024,11.4875
03/01/2024,11.4937
03/04/2024,11.485
